,track_id,track_title,artist_name,album_title,track_duration,track_genre,track_bit_rate,track_listens,track_comments,artist_location,album_date_released,album_type,album_tracks
14677,23561,Tussen De Lakens,Les Baudouins Morts,Le Disque d'Or des Baudouins Morts,240,Rock,320000,116,0,Belgium,2010-01-13,Album,15
14691,23577,frog march,MOSSENEK,live at Black Cat 6/3/00,1126,Experimental,192000,223,0,NJ / NY,2000-06-03,Live Performance,7
14692,23578,slippery beetle,MOSSENEK,live at Black Cat 6/3/00,340,Experimental,192000,109,0,NJ / NY,2000-06-03,Live Performance,7
14742,23666,interview,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",980,Spoken,256000,1376,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14743,23667,Lil Bitch,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",56,Rock,256000,257,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14744,23668,Drive Fucked Up,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",55,Rock,256000,221,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14745,23669,Hipster Grandma,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",88,Rock,256000,567,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14746,23670,Local Band,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",61,Rock,256000,125,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14747,23671,Does Anybody Sleep in Miami?,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",61,Rock,256000,212,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14748,23672,Pre-order Sellout,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",34,Rock,256000,126,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14749,23673,Fuck Your DJ Night,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",41,Rock,256000,251,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14750,23674,I Dislike You,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",63,Rock,256000,291,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14751,23675,Disgusting Little Rat,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",45,Rock,256000,213,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14752,23676,Ack Ack Ack,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",39,Rock,256000,255,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14753,23677,banter,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",40,Rock,256000,157,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14754,23678,Dead I,Rot Shit,"Live and Censored on WFMU's Cherry Blossom Clinic, 1/9/2009",337,Rock,256000,616,0,"Pittsburgh, PA",2010-01-06,Radio Program,26
14929,23977,psychedelic room,uiutna,bambada,273,Electronic,320000,305,0,"Bristol, UK",2009-12-25,Album,7
14930,23978,all the crocodiles,uiutna,bambada,236,Electronic,320000,143,0,"Bristol, UK",2009-12-25,Album,7
14931,23979,MZ001,uiutna,bambada,288,Electronic,320000,105,0,"Bristol, UK",2009-12-25,Album,7
14932,23980,drumi,uiutna,bambada,104,Electronic,320000,198,0,"Bristol, UK",2009-12-25,Album,7
14933,23981,Ilove you,uiutna,bambada,148,Electronic,320000,196,0,"Bristol, UK",2009-12-25,Album,7
14944,24027,live on WPRB 3/2/00,All Scars,live on WPRB 3/2/00,1550,Experimental,192000,224,0,"Washington, D.C. ",2000-03-01,Radio Program,1
14982,24091,Lennurd Facht-Heutc,Copydex,The Burst Musician,350,Experimental,320000,124,0,Newcastle/York/Montréal/Vancouver,2010-01-18,Album,5
14983,24092,Commercial Drive,Copydex,The Burst Musician,937,Experimental,320000,2268,0,Newcastle/York/Montréal/Vancouver,2010-01-18,Album,5
14984,24093,Plantation Special (Shouts of Pleasure Drown Justice),Copydex,The Burst Musician,1055,Experimental,320000,126,0,Newcastle/York/Montréal/Vancouver,2010-01-18,Album,5
14985,24094,Process-Over-Product Jones,Copydex,The Burst Musician,635,Experimental,320000,103,0,Newcastle/York/Montréal/Vancouver,2010-01-18,Album,5
14986,24095,The Burst Musician In The University,Copydex,The Burst Musician,865,Experimental,320000,212,0,Newcastle/York/Montréal/Vancouver,2010-01-18,Album,5
14987,24101,Pesadilla Americana,Adelit@s,Un Solo Grito EP,103,Rock,320000,880,0,"Portland, Oregon",2008-12-01,Album,4
14988,24102,Estado Asesino,Adelit@s,Un Solo Grito EP,118,Rock,320000,255,0,"Portland, Oregon",2008-12-01,Album,4
14989,24103,No Te Rindas,Adelit@s,Un Solo Grito EP,150,Rock,320000,279,0,"Portland, Oregon",2008-12-01,Album,4
14990,24104,Hay Que Luchar,Adelit@s,Un Solo Grito EP,218,Rock,320000,260,0,"Portland, Oregon",2008-12-01,Album,4
14994,24138,Heart Container,Chromix,Live at Blip Festival 2009,170,Electronic,128000,324,0,11501,2009-12-09,Live Performance,13
14995,24139,Dirt Nap,Chromix,Live at Blip Festival 2009,172,Electronic,128000,236,0,11501,2009-12-09,Live Performance,13
14996,24140,Chemical Plant Zone,Chromix,Live at Blip Festival 2009,160,Electronic,128000,345,0,11501,2009-12-09,Live Performance,13
14997,24141,Your Love is Like a Hadouken to the Face,Chromix,Live at Blip Festival 2009,154,Electronic,128000,1182,0,11501,2009-12-09,Live Performance,13
14998,24142,Cirque Berzerk,Chromix,Live at Blip Festival 2009,197,Electronic,128000,392,0,11501,2009-12-09,Live Performance,13
14999,24143,Spacer gif,Chromix,Live at Blip Festival 2009,194,Electronic,128000,282,0,11501,2009-12-09,Live Performance,13
15000,24144,It's my Birthday Bitch,Chromix,Live at Blip Festival 2009,178,Electronic,128000,646,0,11501,2009-12-09,Live Performance,13
15001,24145,Roll Trick,Chromix,Live at Blip Festival 2009,233,Electronic,256000,249,0,11501,2009-12-09,Live Performance,13
15003,24153,I Know You're Out There,Chromix,Live at Blip Festival 2009,166,Electronic,256000,262,0,11501,2009-12-09,Live Performance,13
15132,24330,To The Amarcord,Stefano Ferrian,Improvisations For NoSyncopated Guitars,137,Experimental,320000,339,0,Italy,2010-01-23,Album,10
15133,24331,A Voyage,Stefano Ferrian,Improvisations For NoSyncopated Guitars,271,Experimental,320000,439,0,Italy,2010-01-23,Album,10
15134,24332,Drive Me To Paranoia,Stefano Ferrian,Improvisations For NoSyncopated Guitars,111,Experimental,320000,265,0,Italy,2010-01-23,Album,10
15135,24334,A.N.S.I.A.,Stefano Ferrian,Improvisations For NoSyncopated Guitars,118,Experimental,320000,213,0,Italy,2010-01-23,Album,10
15136,24335,The Fly,Stefano Ferrian,Improvisations For NoSyncopated Guitars,49,Experimental,320000,297,0,Italy,2010-01-23,Album,10
15137,24336,Benzodiazepine,Stefano Ferrian,Improvisations For NoSyncopated Guitars,151,Experimental,320000,307,0,Italy,2010-01-23,Album,10
15138,24337,Abstract,Stefano Ferrian,Improvisations For NoSyncopated Guitars,297,Experimental,320000,322,0,Italy,2010-01-23,Album,10
15139,24338,A Duet With Myself and I,Stefano Ferrian,Improvisations For NoSyncopated Guitars,168,Experimental,320000,304,0,Italy,2010-01-23,Album,10
15140,24339,Broken Groove Box,Stefano Ferrian,Improvisations For NoSyncopated Guitars,327,Experimental,320000,391,0,Italy,2010-01-23,Album,10
15163,24362,Outro,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,108,International,128000,986,0,"San Francisco, CA",2010-01-19,Radio Program,10
15164,24363,Intro,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,96,International,128000,1393,0,"San Francisco, CA",2010-01-19,Radio Program,10
15165,24364,Liberace Afternoon,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,246,International,128000,1096,0,"San Francisco, CA",2010-01-19,Radio Program,10
15166,24365,Shipwrecked Sailors,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,219,International,128000,1311,0,"San Francisco, CA",2010-01-19,Radio Program,10
15167,24366,El Danzon de Noventa Millas,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,364,International,128000,1289,0,"San Francisco, CA",2010-01-19,Radio Program,10
15168,24367,The Devil's Dance,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,305,International,128000,1319,0,"San Francisco, CA",2010-01-19,Radio Program,10
15169,24368,El Capitan,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,234,International,128000,2074,0,"San Francisco, CA",2010-01-19,Radio Program,10
15170,24369,Nobody Told Me,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,388,International,128000,1235,0,"San Francisco, CA",2010-01-19,Radio Program,10
15171,24370,Sr. Balaban,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,394,International,128000,1185,0,"San Francisco, CA",2010-01-19,Radio Program,10
15172,24371,Mauricio,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,404,International,128000,2447,0,"San Francisco, CA",2010-01-19,Radio Program,10
15245,24472,Legendary,Kingstux,Watch The Stars,243,Electronic,320000,177,0,"Flemish Brabant, Belgium",2010-01-26,Album,5
15246,24473,Exe,Kingstux,Watch The Stars,98,Electronic,320000,90,0,"Flemish Brabant, Belgium",2010-01-26,Album,5
15247,24474,Impasse,Kingstux,Watch The Stars,415,Electronic,320000,70,0,"Flemish Brabant, Belgium",2010-01-26,Album,5
15248,24475,Watch The Stars,Kingstux,Watch The Stars,127,Electronic,320000,77,0,"Flemish Brabant, Belgium",2010-01-26,Album,5
15349,24621,Take it away,This Co.,Untitled,272,Rock,320000,3381,0,Chile,2010-01-31,Album,9
15350,24622,As you know,This Co.,Untitled,250,Rock,320000,1171,0,Chile,2010-01-31,Album,9
15351,24623,Nanina,This Co.,Untitled,217,Rock,320000,864,0,Chile,2010-01-31,Album,9
15352,24624,Drying,This Co.,Untitled,196,Rock,320000,749,0,Chile,2010-01-31,Album,9
15353,24625,Bass,This Co.,Untitled,242,Rock,320000,1000,0,Chile,2010-01-31,Album,9
15354,24626,Figure it out,This Co.,Untitled,302,Rock,320000,1370,0,Chile,2010-01-31,Album,9
15355,24627,Came along,This Co.,Untitled,269,Rock,320000,951,0,Chile,2010-01-31,Album,9
15376,24664,Limited Virility With Classical Bitch,Extra Sexes,Gash Bulb,337,Experimental,192000,617,0,"Jacksonville, Florida",2009-04-09,Album,2
15377,24665,Gap / Solvent Bone Remorse,Extra Sexes,Gash Bulb,285,Experimental,192000,133,0,"Jacksonville, Florida",2009-04-09,Album,2
15437,24775,Reputation,Nouvellas,Live on WFMU's Cherry Blossom Clinic,232,Rock,256000,84,0,"Brooklyn, NY",2010-02-04,Album,8
15438,24776,Don't Count on Me,Nouvellas,Live on WFMU's Cherry Blossom Clinic,176,Rock,256000,191,0,"Brooklyn, NY",2010-02-04,Album,8
15439,24777,Love Letters,Nouvellas,Live on WFMU's Cherry Blossom Clinic,184,Rock,256000,152,0,"Brooklyn, NY",2010-02-04,Album,8
15440,24778,Those Days Are Gone,Nouvellas,Live on WFMU's Cherry Blossom Clinic,194,Rock,256000,95,0,"Brooklyn, NY",2010-02-04,Album,8
15441,24779,Older Guys,Nouvellas,Live on WFMU's Cherry Blossom Clinic,203,Rock,256000,84,0,"Brooklyn, NY",2010-02-04,Album,8
15442,24780,House of Pearls,Nouvellas,Live on WFMU's Cherry Blossom Clinic,159,Rock,256000,75,0,"Brooklyn, NY",2010-02-04,Album,8
15443,24781,Satisfied,Nouvellas,Live on WFMU's Cherry Blossom Clinic,212,Rock,256000,349,0,"Brooklyn, NY",2010-02-04,Album,8
15444,24782,Baby you changed your mind,Nouvellas,Live on WFMU's Cherry Blossom Clinic,206,Rock,256000,150,0,"Brooklyn, NY",2010-02-04,Album,8
15453,24792,The Day Has Begun,Just Plain Ant,Songs About Something XE,210,Electronic,320000,973,0,"Richmond, Virginia",2010-02-02,Album,28
15454,24793,Wanderlust,Just Plain Ant,Songs About Something XE,295,Electronic,320000,704,0,"Richmond, Virginia",2010-02-02,Album,28
15455,24794,Peace Be Unto All Of Mankind,Just Plain Ant,Songs About Something XE,343,Electronic,320000,552,0,"Richmond, Virginia",2010-02-02,Album,28
15456,24795,Restless,Just Plain Ant,Songs About Something XE,348,Electronic,320000,553,0,"Richmond, Virginia",2010-02-02,Album,28
15457,24796,"Great Pretender, Pts. 1 & 2",Just Plain Ant,Songs About Something XE,328,Electronic,320000,378,0,"Richmond, Virginia",2010-02-02,Album,28
15458,24797,One First Step,Just Plain Ant,Songs About Something XE,280,Electronic,320000,474,0,"Richmond, Virginia",2010-02-02,Album,28
15459,24798,Fly Over Me,Just Plain Ant,Songs About Something XE,206,Electronic,320000,523,0,"Richmond, Virginia",2010-02-02,Album,28
15460,24799,Epiphany,Just Plain Ant,Songs About Something XE,266,Electronic,320000,451,0,"Richmond, Virginia",2010-02-02,Album,28
15461,24800,Your Portrait,Just Plain Ant,Songs About Something XE,335,Electronic,320000,386,0,"Richmond, Virginia",2010-02-02,Album,28
15462,24801,"We Are, Now",Just Plain Ant,Songs About Something XE,288,Electronic,320000,408,0,"Richmond, Virginia",2010-02-02,Album,28
15463,24802,Spin,Just Plain Ant,Songs About Something XE,283,Electronic,320000,451,0,"Richmond, Virginia",2010-02-02,Album,28
15464,24803,Where We Started,Just Plain Ant,Songs About Something XE,312,Electronic,320000,384,0,"Richmond, Virginia",2010-02-02,Album,28
15465,24804,Untitled #0,Just Plain Ant,Songs About Something XE,279,Electronic,320000,326,0,"Richmond, Virginia",2010-02-02,Album,28
15466,24805,Tomorrow,Just Plain Ant,Songs About Something XE,226,Electronic,320000,459,0,"Richmond, Virginia",2010-02-02,Album,28
15467,24806,Rain,Just Plain Ant,Songs About Something XE,405,Electronic,320000,608,0,"Richmond, Virginia",2010-02-02,Album,28
15468,24807,As I Tell You,Just Plain Ant,Songs About Something XE,250,Electronic,320000,392,0,"Richmond, Virginia",2010-02-02,Album,28
15469,24808,"We Are, Now (Just Plain Ant Remix)",Just Plain Ant,Songs About Something XE,288,Electronic,320000,353,0,"Richmond, Virginia",2010-02-02,Album,28
15470,24809,Little Things In Life,Just Plain Ant,Songs About Something XE,134,Electronic,320000,726,0,"Richmond, Virginia",2010-02-02,Album,28
15471,24810,One First Step (Over The Edge) (Oh.Bliv Remix),Just Plain Ant,Songs About Something XE,173,Electronic,320000,349,0,"Richmond, Virginia",2010-02-02,Album,28
15472,24811,Spin (Sleaze Remix),Just Plain Ant,Songs About Something XE,212,Electronic,320000,393,0,"Richmond, Virginia",2010-02-02,Album,28
15473,24812,Restless (Just Plain Ant Remix),Just Plain Ant,Songs About Something XE,225,Electronic,320000,425,0,"Richmond, Virginia",2010-02-02,Album,28
15474,24813,In Someone's Eyes,Just Plain Ant,Songs About Something XE,188,Electronic,320000,573,0,"Richmond, Virginia",2010-02-02,Album,28
15475,24814,Wanderlust (Annu Remix),Just Plain Ant,Songs About Something XE,120,Electronic,320000,493,0,"Richmond, Virginia",2010-02-02,Album,28
15476,24815,Fly Over Me (Rowan Dub),Just Plain Ant,Songs About Something XE,144,Electronic,320000,531,0,"Richmond, Virginia",2010-02-02,Album,28
15477,24816,Every Little Thing,Just Plain Ant,Songs About Something XE,180,Electronic,320000,601,0,"Richmond, Virginia",2010-02-02,Album,28
15478,24817,"Wasted Effort, Pts. 1 and 2",Just Plain Ant,Songs About Something XE,279,Electronic,320000,947,0,"Richmond, Virginia",2010-02-02,Album,28
15479,24818,Wake Up & Try Again,Just Plain Ant,Songs About Something XE,308,Electronic,320000,878,0,"Richmond, Virginia",2010-02-02,Album,28
15480,24820,I Mean You No Harm,Just Plain Ant,Songs About Something XE,319,Electronic,320000,744,0,"Richmond, Virginia",2010-02-02,Album,28
15487,24842,Tango Toscana,Quartet San Francisco,Live on Irene Trudel's show on WFMU 1/11/10,205,International,256000,6339,1,"San Francisco, CA",2010-01-09,Radio Program,2
15501,24864,Seat Belt 2,Adachi Tomomi/Alessandro Bossetti,Live at WFMU on the Brother Lucy Show 2/8/10,496,Experimental,192000,145,0,"New York, NY",2010-02-08,Radio Program,2
15502,24865,Seat Belt 1,Adachi Tomomi/Alessandro Bossetti,Live at WFMU on the Brother Lucy Show 2/8/10,1768,Experimental,192000,115,0,"New York, NY",2010-02-08,Radio Program,2
15503,24866,Needed To Wet The Collar,Ten and Tracer,Tsotsitaal,264,Experimental,320000,113,0,"Boulder, Colorado.",2009-05-25,Album,14
15504,24867,The Tradewasp,Ten and Tracer,Tsotsitaal,325,Experimental,320000,74,0,"Boulder, Colorado.",2009-05-25,Album,14
15505,24868,Secular Boland,Ten and Tracer,Tsotsitaal,336,Experimental,320000,53,0,"Boulder, Colorado.",2009-05-25,Album,14
15506,24869,Cut Grass Vuur Plaats,Ten and Tracer,Tsotsitaal,287,Experimental,320000,77,0,"Boulder, Colorado.",2009-05-25,Album,14
15507,24870,You Sure Won't Need An Enemy,Ten and Tracer,Tsotsitaal,70,Experimental,320000,42,0,"Boulder, Colorado.",2009-05-25,Album,14
15508,24871,What the NRPG Did For Me,Ten and Tracer,Tsotsitaal,387,Experimental,320000,72,0,"Boulder, Colorado.",2009-05-25,Album,14
15509,24872,I'm Sorry You're Here,Ten and Tracer,Tsotsitaal,68,Experimental,320000,65,0,"Boulder, Colorado.",2009-05-25,Album,14
15510,24873,Hetch Hetchy Crowd,Ten and Tracer,Tsotsitaal,173,Experimental,320000,81,0,"Boulder, Colorado.",2009-05-25,Album,14
15511,24874,Another Way of Ways,Ten and Tracer,Tsotsitaal,269,Experimental,320000,42,0,"Boulder, Colorado.",2009-05-25,Album,14
15512,24875,Take A Like of Me,Ten and Tracer,Tsotsitaal,192,Experimental,320000,44,0,"Boulder, Colorado.",2009-05-25,Album,14
15513,24876,Falling Asleep in Sadness,Ten and Tracer,Tsotsitaal,240,Experimental,320000,474,0,"Boulder, Colorado.",2009-05-25,Album,14
15514,24877,Dallon,Ten and Tracer,Tsotsitaal,216,Experimental,320000,78,0,"Boulder, Colorado.",2009-05-25,Album,14
15515,24878,Not the Best Place to Leave Fr,Ten and Tracer,Tsotsitaal,69,Experimental,320000,68,0,"Boulder, Colorado.",2009-05-25,Album,14
15516,24879,The Small-Shellies,Ten and Tracer,Tsotsitaal,284,Experimental,320000,50,0,"Boulder, Colorado.",2009-05-25,Album,14
15517,24888,Make Our Senses Swim,Ten and Tracer,Makyo,261,Experimental,320000,82,0,"Boulder, Colorado.",2010-02-05,Album,6
15518,24889,Brixton For You,Ten and Tracer,Makyo,233,Experimental,320000,87,0,"Boulder, Colorado.",2010-02-05,Album,6
15519,24890,Semi-Fabulous Witches,Ten and Tracer,Makyo,133,Experimental,320000,141,0,"Boulder, Colorado.",2010-02-05,Album,6
15520,24891,Pastor Killing Town,Ten and Tracer,Makyo,39,Experimental,320000,71,0,"Boulder, Colorado.",2010-02-05,Album,6
15521,24892,Kunstenares,Ten and Tracer,Makyo,289,Experimental,256000,63,0,"Boulder, Colorado.",2010-02-05,Album,6
15522,24893,Prole Drift,Ten and Tracer,Makyo,334,Experimental,320000,76,0,"Boulder, Colorado.",2010-02-05,Album,6
15730,25191,Build Another,Vitamin-D,Live at WFMU on Irene Trudel's show 2/8/10,323,Folk,256000,230,0,"Brooklyn, NY",2010-02-08,Radio Program,4
15731,25192,The Summer Crossing/Findable,Vitamin-D,Live at WFMU on Irene Trudel's show 2/8/10,554,Folk,256000,147,0,"Brooklyn, NY",2010-02-08,Radio Program,4
15732,25193,Bartlett Bridge,Vitamin-D,Live at WFMU on Irene Trudel's show 2/8/10,173,Folk,320000,87,0,"Brooklyn, NY",2010-02-08,Radio Program,4
15733,25194,Keeper,Vitamin-D,Live at WFMU on Irene Trudel's show 2/8/10,211,Folk,256000,199,0,"Brooklyn, NY",2010-02-08,Radio Program,4
15759,25236,Cyclone,Shroud Eater,3-song EP,283,Rock,255908,481,0,"Miami, FL, USA",2010-02-11,Album,3
15760,25237,We Are Beasts,Shroud Eater,3-song EP,270,Rock,255785,483,0,"Miami, FL, USA",2010-02-11,Album,3
15761,25238,Vesuvius,Shroud Eater,3-song EP,263,Rock,255786,514,0,"Miami, FL, USA",2010-02-11,Album,3
15812,25323,Herd Mentality,We're Late For Class,#40 Another Collection,184,Experimental,320000,153,0,"Anywhere, USA",2009-06-21,Album,24
15813,25324,Low Budget Cable Sketch Comedy Show Instrumental Theme Song,We're Late For Class,#40 Another Collection,167,Experimental,320000,2808,0,"Anywhere, USA",2009-06-21,Album,24
15814,25325,Transmission From Jimmy Miller's Car Phone,We're Late For Class,#40 Another Collection,406,Experimental,320000,37,0,"Anywhere, USA",2009-06-21,Album,24
15815,25326,Ali Ali,We're Late For Class,#40 Another Collection,297,Experimental,320000,21,0,"Anywhere, USA",2009-06-21,Album,24
15816,25327,Under 30 Second Tribute To Kurt Winter,We're Late For Class,#40 Another Collection,29,Experimental,320000,118,0,"Anywhere, USA",2009-06-21,Album,24
15832,25343,Burden Bearers (of Aristocracy),We're Late For Class,#20 A Collection,294,Experimental,320000,84,0,"Anywhere, USA",2008-01-06,Album,10
15833,25344,(Hand Me That) Revolutionary Coat,We're Late For Class,#20 A Collection,350,Experimental,320000,144,0,"Anywhere, USA",2008-01-06,Album,10
15834,25345,(Another) Summer of Heigel,We're Late For Class,#20 A Collection,502,Experimental,320000,109,0,"Anywhere, USA",2008-01-06,Album,10
15875,25397,"Flying Bonus Beats, Version 1",minusbaby,"Forward Music at Bar Passeport, Montréal",680,Electronic,-1,5689,0,"Brooklyn, NY 11215",2010-02-11,Single Tracks,3
15888,25603,Tribute to Volfoniq (Auverne Mix),Ras Amerlock,"2010, A Bass Oddity (Trinity All Stars) [LCL20]",130,International,320000,608,0,"Milwaukee, USA",2010-02-10,Album,11
15890,25605,Tribute to Disrupt (Nah Fuk Round Riddim),Ras Amerlock,"2010, A Bass Oddity (Trinity All Stars) [LCL20]",132,International,320000,690,0,"Milwaukee, USA",2010-02-10,Album,11
15891,25606,Tread Wise (Version),Ras Amerlock,"2010, A Bass Oddity (Trinity All Stars) [LCL20]",254,International,320000,2473,0,"Milwaukee, USA",2010-02-10,Album,11
15894,25609,Leipzig Im Winter,Ras Amerlock,"2010, A Bass Oddity (Trinity All Stars) [LCL20]",184,International,320000,638,0,"Milwaukee, USA",2010-02-10,Album,11
15926,25668,Love not money (feat. Solo Banton & Sam),Volfoniq,Love Not Money [LCL16],175,International,320000,3070,0,"Montpellier, FRANCE",2009-06-01,Album,3
15927,25669,Love not monnaie (feat. Tribuman),Volfoniq,Love Not Money [LCL16],169,International,320000,2324,0,"Montpellier, FRANCE",2009-06-01,Album,3
15928,25670,Mystic riddim,Volfoniq,Love Not Money [LCL16],169,International,320000,3638,0,"Montpellier, FRANCE",2009-06-01,Album,3
15940,25689,Super Eurobit and The Seventh Enochian Key: Live at Blip Festival 2009,Rainbowdragoneyes,Super Eurobit and The Seventh Enochian Key: Live at Blip Festival 2009,1750,Electronic,192000,963,0,"NASHVILLE, Tennessee ",2010-02-17,Live Performance,2
16006,25795,Abre caminhos,Buguinha Dub,Vitrola Adubada [LCL13],299,International,192000,518,0,"Olinda, Pernambuco e São Paulo, Brazil
",2009-04-16,Album,10
16007,25796,Liberate,Buguinha Dub,Vitrola Adubada [LCL13],320,International,192000,403,0,"Olinda, Pernambuco e São Paulo, Brazil
",2009-04-16,Album,10
16008,25797,Adubando,Buguinha Dub,Vitrola Adubada [LCL13],319,International,192000,701,0,"Olinda, Pernambuco e São Paulo, Brazil
",2009-04-16,Album,10
16009,25798,Fino da massa,Buguinha Dub,Vitrola Adubada [LCL13],315,International,192000,370,0,"Olinda, Pernambuco e São Paulo, Brazil
",2009-04-16,Album,10
16010,25799,Gafieira adubada,Buguinha Dub,Vitrola Adubada [LCL13],361,International,192000,287,0,"Olinda, Pernambuco e São Paulo, Brazil
",2009-04-16,Album,10
16011,25800,Tubarao de bacia,Buguinha Dub,Vitrola Adubada [LCL13],659,International,192000,556,0,"Olinda, Pernambuco e São Paulo, Brazil
",2009-04-16,Album,10
16012,25801,Troca adubada,Buguinha Dub,Vitrola Adubada [LCL13],283,International,192000,332,0,"Olinda, Pernambuco e São Paulo, Brazil
",2009-04-16,Album,10
16013,25802,Satisfacao,Buguinha Dub,Vitrola Adubada [LCL13],228,International,192000,464,0,"Olinda, Pernambuco e São Paulo, Brazil
",2009-04-16,Album,10
16014,25803,O desejo e o mote,Buguinha Dub,Vitrola Adubada [LCL13],294,International,192000,335,0,"Olinda, Pernambuco e São Paulo, Brazil
",2009-04-16,Album,10
16015,25804,Celebrando a vida,Buguinha Dub,Vitrola Adubada [LCL13],362,International,192000,541,0,"Olinda, Pernambuco e São Paulo, Brazil
",2009-04-16,Album,10
16087,25893,Banter 2,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,278,Rock,256000,148,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16088,25894,Break Out,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,216,Rock,256000,180,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16089,25895,Turn Your Love On Me,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,252,Rock,256000,359,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16090,25896,Why Can't She See Me,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,190,Rock,256000,172,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16091,25897,Sidetracked Again,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,177,Rock,256000,100,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16092,25898,Queen City,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,290,Rock,256000,148,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16093,25899,Banter 1,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,428,Rock,256000,89,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16094,25901,Early Warning Wake Up,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,306,Rock,256000,197,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16095,25902,Black Sheep,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,206,Rock,256000,387,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16096,25903,I'm Not Your Man,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,189,Rock,256000,583,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16097,25904,Twelve Bars and I Still Have The Blues,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,210,Rock,256000,213,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16098,25905,Rhoda Mendelbaum,The Doughboys,Live at WFMU on Joe Belock's Show on 1/19/2010,215,Rock,256000,272,0,"Plainfield, NJ",2010-01-19,Radio Program,13
16121,25991,Anonymous Citizens,Appetite,The Ambiguous Garment,154,Pop,256000,176,0,"Sacramento, CA",2009-11-12,Album,11
16122,25992,Man,Appetite,The Ambiguous Garment,48,Pop,256000,88,0,"Sacramento, CA",2009-11-12,Album,11
16123,25993,Eating Me Alive,Appetite,The Ambiguous Garment,213,Pop,256000,175,0,"Sacramento, CA",2009-11-12,Album,11
16124,25994,Blackout,Appetite,The Ambiguous Garment,223,Pop,256000,106,0,"Sacramento, CA",2009-11-12,Album,11
16125,25995,Goal Striving Device,Appetite,The Ambiguous Garment,38,Pop,256000,395,0,"Sacramento, CA",2009-11-12,Album,11
